ID,true_easting,true_northing,easting_off_grid3_se_corner,northing_off_grid3_se_corner
7753,699079.0858,4134390.215,-40719.34017,36151.91173
7754,654613.3696,4168915.69,-85185.05637,70677.38712
7755,727137.9412,4116726.53,-12660.48484,18488.22714
7760,693521.1771,4151735.659,-46277.24887,53497.35556
7762,685604.2451,4157915.899,-54194.18088,59677.5961
7764,681643.3669,4159252.202,-58155.0591,61013.89863
7765,693463.0553,4151617.792,-46335.3707,53379.48948
7766,725684.6215,4151807.703,-14113.80449,53569.4003
7768,718243.2702,4123557.137,-21555.15577,25318.83426
7772,677203.9509,4151650.387,-62594.4751,53412.084
7775,687624.6256,4154621.318,-52173.80042,56383.01462
7776,686482.977,4098556.12,-53315.44896,317.8174709
7780,657961.1367,4171013.24,-81837.28933,72774.93687
7781,705279.6509,4124926.506,-34518.77507,26688.20286
7783,718761.3647,4154192.102,-21037.06132,55953.79916
7784,673765.7355,4156706.671,-66032.69045,58468.36798
7789,672795.0579,4130944.296,-67003.36813,32705.99264
7790,721855.6255,4129962.775,-17942.80053,31724.47158
7791,718973.0858,4129428.624,-20825.34017,31190.32062
7792,651862.9411,4137510.148,-87935.4849,39271.84541
7798,702025.4203,4100984.174,-37773.00574,2745.870657
7801,716479.728,4129259.857,-23318.69804,31021.55374
7802,668092.0763,4149898.133,-71706.34971,51659.83014
7805,670147.503,4165574.768,-69650.92297,67336.46477
7807,708959.6396,4128689.677,-30838.78642,30451.374
7808,725269.5819,4131913.059,-14528.84409,33674.75604
7811,674219.8229,4160527.345,-65578.60315,62289.04241
7812,694195.4371,4148808.15,-45602.98885,50569.84699
7815,724387.143,4121210.08,-15411.28301,22971.77726
7816,678031.9895,4148322.281,-61766.43651,50083.97792
7817,669595.1646,4155114.486,-70203.26138,56876.1832
7819,721867.8025,4129640.289,-17930.6235,31401.98615
7822,668899.8036,4140363.294,-70898.62241,42124.99147
7823,701257.4938,4142626.959,-38540.93217,44388.65555
7824,727129.6774,4115484.705,-12668.74861,17246.40198
7825,683901.3641,4145654.786,-55897.0619,47416.48318
7827,653473.1471,4133372.897,-86325.27887,35134.59366
7829,704308.7232,4131265.487,-35489.70277,33027.18418
7830,704159.4123,4131232.842,-35639.01372,32994.53856
7831,728909.9117,4112179.851,-10888.51432,13941.54815
7832,663442.0799,4116718.461,-76356.34608,18480.15831
7833,704391.6175,4127003.179,-35406.80854,28764.8764
7836,677045.8368,4162822.275,-62752.58918,64583.97209
7837,727978.4868,4111418.577,-11819.93921,13180.27376
7840,707807.8393,4140200.015,-31990.58666,41961.7125
7841,682507.9993,4150172.411,-57290.42675,51934.10776
7843,687834.1199,4150110.507,-51964.30605,51872.20445
7844,703033.2055,4150007.623,-36765.22046,51769.32006
7846,712284.803,4155560.031,-27513.62302,57321.72758
7848,652994.3359,4156925.073,-86804.09015,58686.7697
7854,728072.9863,4111798.451,-11725.43972,13560.14776
7857,693094.9294,4114218.196,-46703.4966,15979.89322
7859,673463.2785,4156126.235,-66335.14754,57887.93202
7860,687301.3176,4150902.388,-52497.10842,52664.08477
7861,725218.1047,4111995.423,-14580.32135,13757.12011
7862,711416.2713,4128178.648,-28382.1547,29940.34502
7866,674788.1018,4151231.371,-65010.32421,52993.06839
7867,724769.8667,4123782.891,-15028.55928,25544.5881
7868,725802.0457,4122707.974,-13996.38029,24469.67112
7869,704687.5739,4137076.571,-35110.85212,38838.26834
7870,734008.4158,4108419.997,-5790.010237,10181.69364
7874,662017.1112,4108011.386,-77781.31483,9773.082895
7875,677315.6893,4162226.976,-62482.73671,63988.6729
7877,680280.1807,4148466.724,-59518.24527,50228.4212
7878,712122.2555,4104756.002,-27676.17046,6517.698773
7879,672890.3353,4154841.946,-66908.09069,56603.64322
7881,723886.2164,4121298.926,-15912.20958,23060.62284
7883,735526.418,4116241.057,-4272.007963,18002.7543
7885,682130.3459,4156972.371,-57668.08011,58734.06791
7886,736522.7488,4109595.544,-3275.677205,11357.24114
7889,684532.7062,4153109.034,-55265.71982,54870.73093
7890,725261.3405,4123632.784,-14537.08546,25394.48115
7892,723210.0043,4123803.765,-16588.4217,25565.46176
7893,717895.0968,4125470.367,-21903.3292,27232.06403
7897,678256.599,4150906.262,-61541.82697,52667.95938
7900,684883.6047,4145715.385,-54914.82133,47477.08243
7902,699478.4247,4115350.143,-40320.00129,17111.83982
7903,718784.8229,4136110.628,-21013.60306,37872.32481
7904,673525.835,4156104.207,-66272.59104,57865.90377
7905,719792.2061,4124259.651,-20006.21993,26021.34789
7906,682630.0589,4152443.872,-57168.36714,54205.5689
7907,703883.9755,4117106.563,-35914.45048,18868.25999
7908,686815.827,4167665.744,-52982.59897,69427.44069
7909,712902.6962,4120927.278,-26895.72983,22688.97468
7912,676441.4947,4164635.14,-63356.93132,66396.83666
7913,737884.2149,4116297.553,-1914.211116,18059.25016
7915,737582.9386,4119073.158,-2215.487369,20834.85475
7916,705461.984,4103056.956,-34336.44203,4818.653418
7918,723144.3531,4100753.824,-16654.07286,2515.520705
7919,684167.867,4161747.055,-55630.559,63508.75171
7920,679191.7126,4153706.2,-60606.7134,55467.89693
7921,684900.3196,4152469.698,-54898.10644,54231.39546
7922,728118.8012,4100519.942,-11679.6248,2281.638892
7923,721274.8161,4122449.437,-18523.60991,24211.13445
7924,674818.5538,4166141.917,-64979.87216,67903.61435
7927,670079.7351,4166103.496,-69718.6909,67865.1934
7928,713061.7624,4128947.479,-26736.66356,30709.17579
7929,723560.9714,4121803.063,-16237.45464,23564.76035
7931,715747.2145,4125508.716,-24051.21151,27270.41265
7932,674054.429,4143364.636,-65743.99699,45126.33267
7933,692270.422,4133709.554,-47528.00401,35471.25112
7934,726801.8349,4126903.755,-12996.59106,28665.45174
7936,683543.9402,4154381.989,-56254.48578,56143.68598
7937,715473.9166,4123835.243,-24324.50937,25596.93985
7939,735866.2052,4111527.565,-3932.220815,13289.26175
7942,673697.6021,4156344.469,-66100.82392,58106.16577
7944,732420.953,4108717.071,-7377.472972,10478.76763
7945,736411.6179,4113835.859,-3386.808093,15597.55599
7949,703098.1444,4154727.917,-36700.28157,56489.61417
7950,728298.871,4126332.15,-11499.55497,28093.84682
7951,711633.9434,4136988.461,-28164.48264,38750.15771
7953,668389.1219,4143338.982,-71409.30413,45100.67878
7955,691492.1371,4133775.412,-48306.28893,35537.10926
7956,688127.2414,4148764.067,-51671.18459,50525.76446
7958,672968.8386,4130794.919,-66829.5874,32556.61638
7962,703031.3017,4115331.917,-36767.12427,17093.61388
7963,725705.9298,4125768.678,-14092.49618,27530.37532
7964,668964.1022,4140311.171,-70834.32384,42072.86781
7965,678209.2527,4155092.732,-61589.1733,56854.42871
7967,700455.3436,4141212.294,-39343.08236,42973.99137
7968,675006.4763,4165966.552,-64791.94969,67728.24937
7969,687674.6508,4154719.411,-52123.7752,56481.10836
7970,702633.9964,4114794.822,-37164.42959,16556.51885
7971,679028.3757,4155722.134,-60770.05029,57483.83055
7972,671206.7885,4151171.072,-68591.63748,52932.7687
7974,699598.0875,4135395.091,-40200.33849,37156.78835
7976,734799.4545,4111985.532,-4998.971529,13747.22908
7977,686301.076,4146321.988,-53497.35004,48083.6846
7978,686120.3928,4147198.451,-53678.03316,48960.14792
7979,700942.0795,4143119.076,-38856.34646,44880.7734
7981,680130.1852,4172590.287,-59668.2408,74351.98416
7983,702625.1603,4139401.282,-37173.26567,41162.97935
7985,710242.6807,4104731.168,-29555.74533,6492.865099
7986,721097.1343,4122336.353,-18701.29168,24098.05002
7987,702040.6589,4101162.783,-37757.76713,2924.480429
7988,672847.3846,4133019.034,-66951.04142,34780.7313
7990,658220.0901,4142619.214,-81578.33591,44380.91137
7992,718986.1325,4124483.039,-20812.29355,26244.73562
7994,705042.2336,4125845.315,-34756.19241,27607.01226
7996,693390.973,4149870.593,-46407.45304,51632.28957
7997,730065.9224,4118766.034,-9732.503644,20527.73075
8000,705473.8124,4116582.343,-34324.61362,18344.04048
8001,690558.2556,4154157.627,-49240.1704,55919.32435
8007,663360.2666,4115947.954,-76438.15944,17709.65079
8008,667227.1356,4150347.277,-72571.29045,52108.9736
8009,678987.2291,4147683.523,-60811.1969,49445.21995
8010,666764.6802,4148674.663,-73033.74578,50436.36039
8011,687997.3964,4150231.889,-51801.02956,51993.58611
8013,714030.7484,4122356.702,-25767.67757,24118.39884
8021,678692.3876,4153933.569,-61106.03837,55695.26607
8022,686767.836,4133094.037,-53030.59,34855.73377
8026,673090.4336,4157403.268,-66707.99243,59164.96539
8029,710396.459,4105013.258,-29401.96704,6774.954972
8030,675538.9965,4158267.523,-64259.4295,60029.21991
8033,676482.6559,4162043.882,-63315.77011,63805.57909
8035,680870.3928,4153865.246,-58928.0332,55626.94271
8036,674274.6948,4160662.396,-65523.73122,62424.09259
8038,718647.6091,4150241.815,-21150.81694,52003.51159
8039,665663.0091,4132548.52,-74135.41691,34310.21717
8040,711564.4523,4156066.544,-28233.97372,57828.24093
8041,720941.9509,4123745.02,-18856.47509,25506.71686
8042,681728.1685,4165612.938,-58070.25748,67374.63541
8046,696641.0614,4099331.882,-43157.36458,1093.578751
8047,737938.5823,4115078.199,-1859.843702,16839.89592
8048,684913.7403,4157632.097,-54884.6857,59393.79374
8050,672473.3888,4153413.026,-67325.03715,55174.72339
8051,669177.1495,4109906.222,-70621.27648,11667.91906
8052,682499.5466,4160091.991,-57298.8794,61853.68791
8053,680413.3978,4172622.911,-59385.0282,74384.60767
8054,682279.1866,4161322.556,-57519.23937,63084.25282
8055,684117.25,4158035.479,-55681.17599,59797.17604
8056,712800.1368,4130060.447,-26998.28917,31822.14379
8057,704538.5233,4203797.026,-35259.90271,105558.7232
8058,671523.6934,4153418.892,-68274.73262,55180.58873
8060,721372.4945,4124048.221,-18425.9315,25809.91825
8062,703612.5988,4149289.363,-36185.82717,51051.0596
8063,732412.8911,4123608.634,-7385.534866,25370.33096
8064,720898.0952,4124623.77,-18900.33081,26385.4668
8065,721152.8817,4122430.554,-18645.54428,24192.25071
8067,724798.3632,4126161.658,-15000.06279,27923.35505
8069,694239.6261,4135251.44,-45558.79988,37013.13685
8074,725110.5606,4131984.741,-14687.86537,33746.4384
8076,735385.1619,4113751.587,-4413.264121,15513.28421
8079,682180.0056,4157065.272,-57618.42039,58826.96891
8081,660104.7531,4166035.086,-79693.67292,67796.78336
8082,655958.944,4156481.024,-83839.48201,58242.72058
8084,658134.643,4142659.107,-81663.78297,44420.80439
8085,717695.8102,4104771.447,-22102.61581,6533.143854
8086,688242.6129,4098259.99,-51555.81306,21.68680957
8087,686342.1928,4155955.019,-53456.23321,57716.71564
8089,700440.9848,4127775.379,-39357.44122,29537.07556
8090,674571.6032,4144168.006,-65226.82276,45929.70264
8091,737121.0723,4117069.616,-2677.353709,18831.31274
8092,672940.8275,4155122.388,-66857.59854,56884.08465
8094,652486.8021,4174244.043,-87311.62387,76005.74032
8095,681304.0835,4145695.682,-58494.34247,47457.37893
8102,666844.1618,4155690.494,-72954.26419,57452.19079
8105,693668.9307,4113253.077,-46129.49532,15014.77361
8106,687625.2131,4148074.365,-52173.21292,49836.06209
8107,722473.9917,4121889.279,-17324.43433,23650.97613
8109,724164.5941,4112657.22,-15633.8319,14418.91748
8111,738059.4729,4116641.472,-1738.953093,18403.16921
8112,669488.1154,4160732.69,-70310.31063,62494.38668
8113,682367.6602,4170869.599,-57430.76581,72631.29581
8117,738667.036,4115060.726,-1131.38998,16822.42279
8119,717264.2453,4113019.252,-22534.18066,14780.94897
8120,704161.3011,4131412.605,-35637.12494,33174.30243
8121,668109.5189,4150026.562,-71688.90706,51788.25887
8122,707523.3235,4128260.11,-32275.10253,30021.80672
8123,717992.858,4117201.531,-21805.56799,18963.2284
8125,654730.9179,4172079.843,-85067.50814,73841.54013
8128,682273.2173,4149555.505,-57525.20873,51317.20212
8129,687023.0707,4158214.716,-52775.35531,59976.41303
8131,720392.8697,4124045.239,-19405.55634,25806.93589
8135,736260.6214,4208869.925,-3537.804639,110631.622
8136,721947.6112,4123010.135,-17850.81477,24771.83233
8138,653079.4757,4156903.638,-86718.95026,58665.33452
8139,673128.1439,4148895.661,-66670.28211,50657.35801
8144,700003.3858,4147294.896,-39795.04016,49056.59295
8145,701720.1455,4126931.375,-38078.28049,28693.07225
8147,729210.6499,4102622.764,-10587.77606,4384.461131
8148,703384.9277,4116348.604,-36413.49827,18110.30084
8149,651543.5987,4171951.893,-88254.82731,73713.58952
8150,727907.3418,4121322.228,-11891.08423,23083.9253
8152,692961.6149,4114120.387,-46836.81107,15882.08368
8153,687601.1919,4147928.473,-52197.23411,49690.1699
8154,722993.244,4123299.999,-16805.18199,25061.69636
8157,717081.56,4104556.302,-22716.86602,6317.999003
8158,667193.1954,4157652.768,-72605.23061,59414.46465
8159,676503.4798,4147269.145,-63294.94618,49030.8416
8161,699077.2096,4139307.109,-40721.21643,41068.80554
8162,713398.9409,4145228.747,-26399.4851,46990.44402
8163,705363.6396,4102839.596,-34434.78637,4601.293324
8166,726579.1321,4117171.007,-13219.29393,18932.70407
8167,723398.0206,4123759.875,-16400.40539,25521.57244
8172,716038.1412,4122877.785,-23760.28482,24639.48239
8173,735739.4629,4111457.244,-4058.963064,13218.94147
8175,682874.4513,4147194.569,-56923.97473,48956.26557
8178,680842.7105,4158243.622,-58955.71555,60005.3187
8184,728271.2254,4111894.365,-11527.20061,13656.0619
8186,722999.0717,4124018.572,-16799.35426,25780.26945
8189,735584.2563,4105399.098,-4214.16974,7160.795317
8192,652568.8814,4156773.912,-87229.54459,58535.60885
8193,708315.2833,4132692.804,-31483.14269,34454.50133
8197,669297.5963,4153461.931,-70500.82967,55223.62813
8198,718490.8848,4125191.928,-21307.54123,26953.62547
8200,704635.2052,4125643.61,-35163.22076,27405.30655
8201,677031.2113,4147068.075,-62767.21466,48829.77195
8202,698047.5942,4148557.308,-41750.83183,50319.00533
8203,702888.8904,4114715.037,-36909.53561,16476.73388
8205,669473.636,4161034.418,-70324.79002,62796.11452
8206,674670.615,4142534.943,-65127.81096,44296.64048
8207,704559.1842,4203862.558,-35239.24179,105624.2552
8208,685496.4899,4146393.408,-54301.93606,48155.10507
8210,673619.3804,4156807.794,-66179.04558,58569.49111
8215,696980.29,4111862.388,-42818.13602,13624.08534
8216,709739.9336,4110266.525,-30058.49237,12028.22215
8219,721400.605,4124372.825,-18397.82098,26134.5222
8220,688317.1272,4165946.003,-51481.29883,67707.69957
8221,707404.1986,4130945.304,-32394.22737,32707.00059
8223,669563.9728,4160711.106,-70234.45319,62472.80271
8224,683490.2011,4151914.423,-56308.22488,53676.12048
8225,689227.2838,4163575.002,-50571.14221,65336.69857
8226,703011.4889,4116341.268,-36786.93708,18102.96493
8227,694894.6809,4141213.232,-44903.7451,42974.92934
8228,733844.2599,4105373.081,-5954.166136,7134.777804
8230,701315.3301,4101643.455,-38483.09588,3405.151832
8232,682434.7312,4159784.841,-57363.6948,61546.53762
8233,666684.4306,4172256.92,-73113.99539,74018.61744
8234,703248.26,4149842.104,-36550.16597,51603.80113
8237,679833.225,4156236.377,-59965.20097,57998.07442
8239,686155.2869,4154415.008,-53643.13909,56176.70456
8241,686297.2917,4167362.499,-53501.13431,69124.19571
8243,664925.4867,4175002.454,-74872.9393,76764.15133
8244,726689.9237,4115526.135,-13108.50231,17287.83229
8245,680862.5027,4171387.891,-58935.92333,73149.5882
8246,675326.6387,4153134.85,-64471.78733,54896.54699
8247,668006.0256,4150018.828,-71792.40045,51780.52506
8248,677758.476,4161134.025,-62039.95003,62895.72195
8250,679554.4113,4159250.074,-60244.01469,61011.7707
8251,732093.9881,4108672.594,-7704.437858,10434.29128
8252,738208.7136,4115260.537,-1589.71239,17022.23385
8253,673651.4718,4156429.61,-66146.95417,58191.3068
8254,703238.8615,4116982.324,-36559.56447,18744.02082
8255,700281.1748,4122878.597,-39517.25121,24640.29391
8256,702754.9549,4139353.345,-37043.47113,41115.04224
8257,682441.3779,4161591.295,-57357.04805,63352.99216
8260,703064.1229,4149827.599,-36734.3031,51589.29575
8265,667287.4328,4139348.803,-72510.99322,41110.50021
8267,655074.6581,4134791.128,-84723.76785,36552.82489
8268,685902.0913,4149094.697,-53896.33469,50856.39362
8269,700095.537,4130369.652,-39702.88897,32131.34918
8271,732390.1406,4123529.843,-7408.285448,25291.53994
8273,699665.9354,4135353.896,-40132.49056,37115.59291
8274,691390.5641,4151668.923,-48407.86191,53430.61973
8276,719964.7161,4150411.172,-19833.70993,52172.86942
8277,655214.0836,4136912.482,-84584.34242,38674.17915
8278,683910.6277,4161911.47,-55887.79827,63673.16691
8279,698305.6589,4145104.018,-41492.7671,46865.71468
8281,735643.3259,4106330.043,-4155.100067,8091.739587
8282,671219.6152,4154772.351,-68578.81078,56534.04799
8283,737129.133,4117157.416,-2669.293001,18919.11325
8285,727574.819,4115065.585,-12223.60701,16827.282
8286,680915.595,4154487.692,-58882.83103,56249.38875
8287,696630.8024,4134777.888,-43167.62363,36539.58524
8291,679800.2172,4156374.986,-59998.20882,58136.68281
8294,680371.2564,4156544.582,-59427.16956,58306.27874
8296,708717.8858,4116235.201,-31080.54015,17996.898
8299,680761.0813,4153799.716,-59037.34471,55561.4129
8300,738248.9565,4115081.707,-1549.469546,16843.40413
8302,680622.9618,4169232.666,-59175.46419,70994.36301
8306,667919.0797,4149764.902,-71879.3463,51526.59946
8307,686953.552,4149828.939,-52844.87395,51590.63562
8309,718277.3663,4107808.628,-21521.05968,9570.325324
8312,723808.9629,4121850.574,-15989.46313,23612.27086
8313,674067.8742,4133311.789,-65730.55185,35073.48642
8315,693561.7273,4113279.962,-46236.69874,15041.65891
8316,695573.1315,4099632.193,-44225.29449,1393.890086
8317,676829.5911,4144849.609,-62968.83489,46611.30563
8318,669119.6508,4109838.054,-70678.77523,11599.75148
8320,692932.4123,4146484.927,-46866.01375,48246.62351
8321,668660.6323,4161362.591,-71137.79366,63124.28849
8322,722927.6563,4124033.076,-16870.76968,25794.7727
8323,701108.0037,4142978.17,-38690.42227,44739.867
8324,715060.785,4124898.588,-24737.64102,26660.28529
8325,680606.655,4149309.487,-59191.77098,51071.18361
8326,656004.875,4156460.06,-83793.55096,58221.75692
8328,649420.0782,4198683.039,-90378.34776,100444.7361
8329,718632.4858,4104457.819,-21165.94017,6219.515685
8330,695270.6053,4134264.553,-44527.82072,36026.2504
8332,698286.5829,4099858.741,-41511.84311,1620.438158
8333,673888.2704,4133243.983,-65910.15561,35005.68045
8336,672720.2597,4130943.734,-67078.1663,32705.43084
8337,670399.0061,4165800.108,-69399.41991,67561.80485
8338,712059.8238,4123186.297,-27738.60216,24947.99388
8340,676549.9625,4160400.048,-63248.46352,62161.74532
8341,679686.275,4159330.729,-60112.15098,61092.42631
8343,688450.6834,4149097.096,-51347.74257,50858.79332
8347,718421.5487,4149745.748,-21376.87734,51507.44487
8348,737667.6186,4116762.139,-2130.807395,18523.83649
8349,691331.3826,4133818.421,-48467.04344,35580.11777
8351,731184.1914,4118894.987,-8614.234572,20656.68386
8352,655088.5397,4170947.014,-84709.88628,72708.7106
8353,684904.9688,4158372.07,-54893.4572,60133.76684
8357,662926.8395,4168063.814,-76871.58655,69825.51053
8360,675179.2905,4153028.466,-64619.13553,54790.16265
8361,729621.2148,4124676.806,-10177.21119,26438.5032
8364,717933.737,4117202.194,-21864.68899,18963.89121
8365,669737.2073,4145363.288,-70061.21873,47124.98516
8369,712446.1511,4136895.342,-27352.27487,38657.03917
8370,656984.1144,4150932.979,-82814.31162,52694.67565
8372,701414.9141,4101090.696,-38383.51188,2852.392922
8373,710265.2394,4104812.074,-29533.18662,6573.770686
8374,663388.1592,4115764.87,-76410.2668,17526.56681
8375,674644.3064,4143892.748,-65154.11958,45654.44536
8381,676305.9658,4158588.651,-63492.46022,60350.3485
8384,682917.0983,4159903.365,-56881.32766,61665.06238
8386,663332.7197,4116527.908,-76465.70632,18289.60492
8387,683436.5426,4150455.312,-56361.88335,52217.00904
8388,723000.6095,4124277.271,-16797.81645,26038.96832
8389,680673.5815,4168900.022,-59124.8445,70661.71923
8390,708696.9621,4129023.007,-31101.46386,30784.70398
8391,702492.9568,4154567.726,-37305.46924,56329.42311
8393,724015.5868,4130978.029,-15782.83917,32739.72553
8394,685327.1965,4142725.505,-54471.22953,44487.20233
8395,680729.6512,4156163.968,-59068.77481,57925.66467
8397,704136.4883,4127238.859,-35661.93771,29000.55553
8398,681684.3823,4159706.186,-58114.04367,61467.88302
8400,680254.7095,4169143.505,-59543.71653,70905.20239
8402,652602.5033,4174239.653,-87195.92269,76001.34954
8403,669965.4887,4145183.294,-69832.93725,46944.99132
8404,699699.417,4134662.829,-40099.00905,36424.52598
8408,684885.7895,4158429.368,-54912.6365,60191.06498
8409,737874.3465,4116655.798,-1924.079514,18417.49504
8411,700187.9086,4141233.359,-39610.51739,42995.05611
8412,718689.2836,4123960.287,-21109.14244,25721.98402
8417,695473.4928,4143198.549,-44324.93323,44960.24613
8418,685830.3885,4154177.825,-53968.03755,55939.52195
8421,688323.0863,4098531.5,-51475.33974,293.1974895
8423,689358.9866,4145855.491,-50439.4394,47617.18761
8426,651707.8768,4171421.575,-88090.54924,73183.27186
8427,658671.886,4162292.368,-81126.54,64054.06461
8429,670043.1068,4139008.681,-69755.31918,40770.37816
8431,683604.5893,4160275.501,-56193.83666,62037.19821
8432,677550.5478,4163257.832,-62247.8782,65019.52884
8434,688589.102,4145491.371,-51209.32399,47253.06844
8435,695009.6529,4142903.655,-44788.77314,44665.35218
8438,663356.7714,4116705.073,-76441.65456,18466.77008
8440,651544.8067,4171662.388,-88253.61933,73424.08506
8442,681050.5726,4158800.007,-58747.85336,60561.70386
8443,687764.0706,4150123.072,-52034.35536,51884.76902
8446,683140.0188,4172595.219,-56658.40716,74356.91643
8447,654383.5834,4134335.927,-85414.84263,36097.62366
8449,680087.1145,4146993.92,-59711.31147,48755.6171
8450,680078.5419,4146706.127,-59719.88405,48467.82386
8451,678756.6269,4154095.307,-61041.79909,55857.00418
8452,716895.1124,4104518.345,-22903.31363,6280.042043
8453,711837.5373,4122920.504,-27960.8887,24682.20088
8454,681657.6821,4156363.647,-58140.74394,58125.34427
8457,703105.1975,4125536.572,-36693.22846,27298.26921
8458,703422.9711,4115968.53,-36375.4549,17730.22745
8463,675519.8951,4157722.989,-64278.53093,59484.68573
8465,711614.3789,4130043.227,-28184.04711,31804.92382
8466,724366.2237,4132162.675,-15432.20231,33924.37182
8468,704060.9826,4125932.086,-35737.44335,27693.78339
8469,726001.5959,4116063.479,-13796.83011,17825.17633
8470,724131.5104,4131105.21,-15666.91555,32866.90673
8471,720562.6426,4105246.124,-19235.78336,7007.82118
8472,720355.0343,4124189.525,-19443.39173,25951.22217
8474,699417.3337,4100461.932,-40381.0923,2223.629095
8475,675045.4456,4161538.362,-64752.98042,63300.05929
8476,665473.8734,4151398.289,-74324.55257,53159.98626
8480,709084.6953,4132359.767,-30713.73075,34121.46434
8482,680379.0809,4148401.415,-59419.34509,50163.11188
8483,678371.2425,4151092.466,-61427.18348,52854.1625
8484,674964.2742,4158022.579,-64834.15184,59784.27569
8485,725684.8294,4120883.782,-14113.59661,22645.4792
8487,721781.3316,4129915.209,-18017.09439,31676.90577
8488,686098.4528,4154357.757,-53699.97318,56119.45397
8490,731614.7836,4109228.567,-8183.642432,10990.26445
8491,717092.2385,4129694.573,-22706.18748,31456.27024
8492,724399.2119,4112645.912,-15399.2141,14407.60866
8494,702489.686,4154125.065,-37308.74003,55886.76156
8496,735558.2127,4114104.67,-4240.213282,15866.36696
8497,721611.3336,4120845.712,-18187.09235,22607.40864
8498,675102.5368,4184571.378,-64695.88919,86333.07458
8500,686592.1331,4148938.832,-53206.29285,50700.52894
8502,684562.6278,4170950.092,-55235.79824,72711.78924
8503,717212.2372,4109538.7,-22586.1888,11300.39732
8506,702597.6708,4154644.636,-37200.75522,56406.33266
8507,652913.434,4173696.789,-86884.99201,75458.48611
8510,723726.7084,4122050.012,-16071.7176,23811.7093
8514,652517.4183,4156924.89,-87281.00772,58686.58705
8515,666795.2508,4155523.899,-73003.17519,57285.59586
8516,717602.7547,4130318.964,-22195.67134,32080.6606
8517,709127.2377,4132594.977,-30671.18834,34356.67413
8519,702427.3308,4154689.514,-37371.09521,56451.21085
8521,706741.3886,4140610.445,-33057.03737,42372.14247
8522,655057.9934,4171363.27,-84740.43261,73124.96723
8525,719496.7253,4107376.554,-20301.70068,9138.250553
8526,677460.1551,4162310.988,-62338.27087,64072.68528
8527,694285.0343,4142391.891,-45513.39168,44153.58788
8530,712913.3321,4121034.68,-26885.09392,22796.37666
8532,733986.2132,4108712.159,-5812.212799,10473.85635
8534,677038.2943,4147211.797,-62760.1317,48973.49404
8535,703611.5288,4149014.928,-36186.89716,50776.62548
8537,725101.4701,4130979.916,-14696.95593,32741.61345
8540,678135.5316,4155397.745,-61662.89443,57159.44175
8541,715081.5148,4138987.795,-24716.91122,40749.49179
8546,698171.533,4144938.002,-41626.89303,46699.69929
8547,694941.0347,4141008.297,-44857.39131,42769.99419
8550,682995.9351,4159883.276,-56802.49092,61644.97336
8551,710185.5575,4104672.04,-29612.86849,6433.737338
8552,697049.4363,4112082.182,-42748.98969,13843.87946
8553,691419.456,4151460.469,-48378.96996,53222.16593
8554,682404.7862,4113910.683,-57393.63982,15672.37989
8555,708125.2956,4132566.415,-31673.13036,34328.11227
8556,716008.3385,4123168.49,-23790.08749,24930.18707
8558,699168.5063,4115305.889,-40629.91967,17067.58609
8559,670619.7788,4165821.406,-69178.64724,67583.10306
8560,724747.6688,4117531.351,-15050.75716,19293.04826
8561,725194.5327,4123813.523,-14603.89334,25575.21968
8562,676580.1173,4168602.374,-63218.30872,70364.07074
8563,656101.0716,4122794.805,-83697.35442,24556.50183
8564,652689.3972,4174344.195,-87109.02878,76105.89199
8566,676745.3972,4151595.076,-63053.02878,53356.77299
8567,666641.9603,4156105.913,-73156.46567,57867.60955
8571,651576.7026,4171152.687,-88221.72341,72914.38408
8573,722049.3428,4153560.412,-17749.08317,55322.10867
8574,673936.0395,4155955.95,-65862.38646,57717.64734
8575,728433.1475,4121816.564,-11365.27853,23578.26107
8576,712952.1624,4138573.02,-26846.26361,40334.71677
8577,738381.0578,4117740.132,-1417.368237,19501.82859
8580,662213.6659,4107930.178,-77584.76005,9691.87521
8582,685155.645,4153031.794,-54642.78097,54793.49114
8583,718476.7004,4125273.884,-21321.72556,27035.58149
8584,652567.7733,4174430.711,-87230.65273,76192.40838
8585,725760.4822,4122460.579,-14037.94376,24222.27636
8586,655243.4069,4136587.633,-84555.01908,38349.33033
8589,679845.2346,4159363.49,-59953.19141,61125.1874
8591,736923.3402,4116070.84,-2875.085762,17832.53719
8592,707614.1649,4104040.713,-32184.26112,5802.410022
8593,714671.0063,4150002.702,-25127.41968,51764.39926
8594,680019.6214,4164941.428,-59778.80459,66703.12517
8595,692462.9634,4114296.161,-47335.46257,16057.85776
8597,726521.8741,4115198.01,-13276.55193,16959.70724
8598,712912.8232,4133620.17,-26885.60281,35381.86745
8599,684866.3525,4161331.427,-54932.07353,63093.12387
8600,680354.4794,4148310.372,-59443.94663,50072.06927
8601,739046.4773,4117567.823,-751.9486541,19329.51984
8605,725162.1042,4131135.817,-14636.32176,32897.51396
8608,713376.9757,4145068.951,-26421.45028,46830.64757
8609,653240.3072,4173308.077,-86558.11884,75069.77371
8610,706098.1909,4102978.457,-33700.23505,4740.154386
8611,704421.0995,4127692.938,-35377.32654,29454.63509
8612,720105.1871,4121130.81,-19693.23888,22892.50744
8614,686345.8888,4151089.153,-53452.53721,52850.84963
8615,724143.6215,4108024.81,-15654.80449,9786.506679
8616,694996.257,4147060.086,-44802.16896,48821.78336
8619,678586.3152,4149833,-61212.11075,51594.69673
