ID,true_easting,true_northing,easting_off_grid3_se_corner,northing_off_grid3_se_corner
3107,709219.19,4104322.538,-30579.23599,6084.234883
3108,727671.2122,4121451.922,-12127.21376,23213.61902
3109,723341.3409,4126988.574,-16457.08505,28750.27144
3110,704198.4367,4124467.716,-35599.98928,26229.41255
3112,663435.2702,4158161.121,-76363.15577,59922.81751
3113,683247.2499,4150666.167,-56551.17607,52427.86389
3114,735485.055,4111738.354,-4313.370999,13500.05137
3116,667940.3518,4158219.913,-71858.07416,59981.60977
3117,704402.4446,4123465.881,-35395.98143,25227.57817
3118,666449.8111,4148511.409,-73348.61487,50273.10633
3119,724389.9109,4121849.723,-15408.51508,23611.42047
3121,683002.0495,4172660.45,-56796.37654,74422.14708
3123,681584.7978,4165607.312,-58213.62817,67369.00871
3124,680521.2151,4149292.619,-59277.21089,51054.31646
3129,702975.914,4149651.495,-36822.51199,51413.19186
3131,730140.3153,4118786.655,-9658.110728,20548.35249
3133,686504.9558,4158510.771,-53293.4702,60272.46814
3134,709688.7897,4104727.262,-30109.63633,6488.958542
3135,680589.895,4149989.999,-59208.53096,51751.6963
3136,665573.2351,4151342.48,-74225.19094,53104.17709
3138,703005.9864,4154812.668,-36792.4396,56574.3646
3140,659859.6926,4166024.416,-79938.73337,67786.11326
3141,730420.6462,4100521.218,-9377.779828,2282.914697
3142,703359.1785,4116291.058,-36439.24749,18052.75472
3143,679821.057,4134960.77,-59977.36901,36722.46709
3146,726747.5028,4117266.776,-13050.92322,19028.47262
3147,682780.1464,4159949.618,-57018.27956,61711.31492
3150,705771.8733,4118000.725,-34026.55272,19762.42187
3152,699689.2399,4100371.397,-40109.18609,2133.093978
3153,677583.7959,4163313.028,-62214.63006,65074.72475
3154,703620.2351,4116078.347,-36178.1909,17840.04387
3155,694863.476,4142876.673,-44934.94999,44638.37034
3156,652959.3332,4160750.981,-86839.09284,62512.67814
3157,658671.7666,4162200.629,-81126.65944,63962.32557
3158,704010.2317,4102894.924,-35788.19431,4656.620712
3159,696095.7818,4099802.244,-43702.64416,1563.940574
3160,729290.9316,4102755.518,-10507.49435,4517.214905
3161,655479.2876,4136688.194,-84319.13842,38449.89117
3163,673276.0549,4164971.947,-66522.37106,66733.64423
3164,716323.9827,4129355.116,-23474.44332,31116.81255
3176,703398.7417,4117087.83,-36399.68432,18849.5265
3177,699486.499,4135362.212,-40311.92696,37123.9094
3178,713236.2649,4145190.737,-26562.16115,46952.43372
3179,678863.5658,4152677.523,-60934.86022,54439.22022
3180,683092.816,4149069.405,-56705.61003,50831.10155
3182,692257.5513,4098671.834,-47540.87473,433.5314619
3185,724369.1882,4120752.38,-15429.23778,22514.07687
3186,683537.0358,4153127.253,-56261.39018,54888.94966
3187,731635.9866,4112674.405,-8162.439419,14436.10242
3188,713231.1825,4186053.12,-26567.24352,87814.81733
3189,675646.3747,4158686.717,-64152.05126,60448.41367
3190,723761.0886,4107489,-16037.33742,9250.697347
3191,736222.5397,4208798.352,-3575.886342,110560.0488
3195,720697.3558,4124850.096,-19101.07016,26611.79318
3198,673706.3554,4156664.129,-66092.07065,58425.82643
3199,675408.2194,4156866.671,-64390.20655,58628.36799
3200,711839.4228,4123015.669,-27959.00323,24777.36562
3201,679638.2007,4149738.945,-60160.22528,51500.64163
3203,702972.0066,4115977.29,-36826.41941,17738.98703
3207,679645.9002,4159180.671,-60152.5258,60942.36768
3209,665246.4073,4151188.759,-74552.01873,52950.4564
3210,672512.2564,4153565.329,-67286.16963,55327.02629
3212,689390.2085,4157170.647,-50408.21751,58932.34436
3214,677420.9979,4162488.657,-62377.42813,64250.35358
3216,725110.03,4112059.549,-14688.39597,13821.24585
3217,667957.4072,4158357.151,-71841.01878,60118.8484
3218,677239.9451,4162598.692,-62558.48088,64360.38938
3222,708267.4699,4131463.831,-31530.95609,33225.52799
3223,722402.1235,4125706.334,-17396.30254,27468.03123
3224,707915.9674,4128297.439,-31882.45855,30059.13608
3226,714208.7023,4122352.461,-25589.72369,24114.15757
3230,682931.7456,4149088.218,-56866.68043,50849.91521
3232,725295.2944,4100593.152,-14503.13156,2354.848757
3234,657212.9776,4150564.485,-82585.44841,52326.18175
3236,682183.122,4149442.972,-57615.30403,51204.66943
3237,658552.801,4143636.749,-81245.62499,45398.44604
3238,723155.311,4126449.241,-16643.11497,28210.93817
3239,654940.7137,4171145.81,-84857.7123,72907.50654
3240,669161.3407,4140119.104,-70637.08527,41880.80096
3241,706572.8508,4116153.368,-33225.57524,17915.06506
3243,676059.054,4158354.965,-63739.37199,60116.66207
3244,719571.7444,4105217.154,-20226.68161,6978.850751
3245,723499.4085,4122280.934,-16299.01752,24042.63111
3246,737787.1215,4142338.431,-2011.304526,44100.1276
3247,721802.0416,4133724.436,-17996.38444,35486.1325
3249,703023.1934,4116448.539,-36775.23262,18210.23581
3250,680810.511,4169152.279,-58987.91504,70913.97634
3253,691530.2574,4150746.227,-48268.16858,52507.92388
3254,718743.0659,4108408.408,-21055.36013,10170.10467
3255,705529.4049,4102859.387,-34269.02108,4621.083654
3256,665803.0985,4156218.266,-73995.32751,57979.96286
3258,683870.5249,4149309.226,-55927.90106,51070.92283
3261,738689.5034,4117671.447,-1108.922554,19433.14413
3263,736300.4827,4208674.141,-3497.943306,110435.838
3264,663020.5511,4135395.172,-76777.87486,37156.8692
3265,679586.2105,4134940.099,-60212.21554,36701.79594
3267,695279.7424,4147880.716,-44518.68364,49642.41289
3271,724274.732,4113165.566,-15523.69399,14927.26342
3273,683505.2118,4161751.168,-56293.2142,63512.86468
3274,713818.9203,4122581.468,-25979.50575,24343.16545
3277,709782.9765,4104719.307,-30015.44953,6481.003876
3278,727322.6991,4116257.825,-12475.72694,18019.52242
3280,676712.8213,4164591.455,-63085.60472,66353.15191
3281,718429.8935,4108487.851,-21368.53251,10249.54788
3283,716801.7584,4113181.332,-22996.66763,14943.02929
3284,689293.4392,4163439.027,-50504.98683,65200.72376
3286,731097.4792,4118737.536,-8700.94677,20499.23255
3288,667380.3274,4157861.798,-72418.09858,59623.49535
3289,724724.2441,4124016.93,-15074.18189,25778.6274
3290,657484.0438,4140710.695,-82314.38217,42472.39229
3295,702917.4415,4125412.714,-36880.98453,27174.41099
3297,654189.5487,4159080.616,-85608.87726,60842.31259
3300,663192.1166,4167727.083,-76606.30942,69488.77973
3301,708344.897,4116651.486,-31453.52897,18413.18328
3302,670926.382,4142861.34,-68872.04403,44623.03744
3303,677359.5347,4163243.967,-62438.89132,65005.66363
3304,698453.021,4145051.267,-41345.40497,46812.96404
3305,727030.24,4115587.387,-12768.186,17349.08447
3307,726981.0468,4126981.807,-12817.37925,28743.50391
3308,675471.2494,4132852.561,-64327.17662,34614.25804
3311,679139.9815,4153532.846,-60658.44453,55294.54279
3313,673828.8467,4147572.489,-65969.57931,49334.18552
3315,707704.6501,4139883.46,-32093.77594,41645.15744
3317,725356.774,4100563.292,-14441.65204,2324.989006
3318,692666.0461,4098502.833,-47132.37992,264.5300259
3319,703881.3956,4149216.364,-35917.03038,50978.06136
3321,703942.9437,4127207.157,-35855.48227,28968.85373
3325,674832.0512,4151144.76,-64966.37478,52906.45666
3326,705800.3012,4118135.481,-33998.12476,19897.17751
3327,700385.3794,4127570.094,-39413.04661,29331.79061
3329,681793.7044,4156342.049,-58004.72163,58103.74601
3331,695448.8405,4099417.069,-44349.58555,1178.765629
3338,716039.5478,4129245.541,-23758.87818,31007.23767
3340,727347.2873,4122244.397,-12451.13872,24006.09393
3342,688562.2024,4165887.098,-51236.22362,67648.79536
3343,654506.5238,4168842.826,-85291.90216,70604.52301
3344,676395.413,4159112.248,-63403.01298,60873.94498
3345,691312.2482,4133771.371,-48486.1778,35533.06822
3347,717283.4956,4130410.231,-22514.9304,32171.92779
3348,738060.4942,4142121.868,-1737.931832,43883.56489
3349,682499.0043,4159836.487,-57299.42166,61598.18449
3350,672915.0112,4157422.503,-66883.41482,59184.19994
3351,698907.3793,4145109.881,-40891.0467,46871.57779
3357,738552.0863,4115341.859,-1246.339681,17103.55636
3359,724640.3108,4131632.475,-15158.11523,33394.17237
3360,722516.735,4115113.562,-17281.69099,16875.25939
3361,649822.4276,4157305.635,-89975.99839,59067.33195
3362,681523.5051,4146620.721,-58274.92085,48382.41827
3363,722170.7731,4129694.469,-17627.65291,31456.16626
3367,675640.9759,4152914.271,-64157.4501,54675.96849
3368,687483.5267,4097848.827,-52314.89927,-389.4756572
3369,698264.8269,4123727.133,-41533.5991,25488.83008
3370,673960.3919,4156006.984,-65838.03407,57768.68061
3373,722118.7455,4119599.202,-17679.68054,21360.89934
3375,660188.3751,4165870.965,-79610.05091,67632.66206
3378,713196.6413,4127941.725,-26601.78472,29703.42153
3379,654525.5911,4158077.183,-85272.83493,59838.8796
3380,709192.6331,4104566.145,-30605.79289,6327.842486
3382,682906.5409,4149202.41,-56891.8851,50964.10743
3385,654909.1973,4136826.427,-84889.22872,38588.12383
3386,705798.6578,4142474.542,-33999.76818,44236.23945
3387,666902.6269,4156300.009,-72895.79907,58061.70604
3389,674902.7928,4159368.807,-64895.63321,61130.50446
3391,677380.0513,4162587.227,-62418.37471,64348.92403
3392,673643.6389,4156762.689,-66154.78705,58524.38643
3394,728948.4559,4102893.412,-10849.97014,4655.109464
3395,723295.2196,4122604.518,-16503.20644,24366.21452
3398,680417.9777,4149855.334,-59380.44826,51617.0306
3401,692575.8664,4143703.131,-47222.55961,45464.82777
3406,720719.984,4104778.855,-19078.44197,6540.552187
3409,716355.6245,4129444.168,-23442.8015,31205.8654
3410,728343.0346,4121605.639,-11455.39143,23367.33638
3412,681615.0543,4137268.201,-58183.37165,39029.89801
3417,683015.7199,4159978.538,-56782.70606,61740.23514
3418,650722.0668,4163102.975,-89076.35916,64864.67158
3419,713306.1534,4145275.885,-26492.27259,47037.5824
3420,720998.9265,4123579.532,-18799.49949,25341.22872
3421,738789.2314,4111358.801,-1009.194567,13120.49786
3423,680566.7659,4169143.308,-59231.66008,70905.00541
3426,730073.4278,4124910.637,-9724.998177,26672.33449
3427,681959.3056,4157046.584,-57839.1204,58808.28073
3428,718356.8569,4108396.833,-21441.56906,10158.52988
3430,683585.1845,4097717.144,-56213.24151,-521.1593522
3433,690466.9302,4154141.477,-49331.49585,55903.17362
3436,724666.7896,4131742.463,-15131.63638,33504.15965
3437,704733.3155,4124500.699,-35065.11051,26262.39598
3438,718617.8858,4104918.239,-21180.54016,6679.936168
3439,685113.4064,4154586.835,-54685.01964,56348.53207
3440,710267.7594,4104639.067,-29530.66656,6400.763543
3442,703585.6838,4102857.185,-36212.74221,4618.881615
3444,654605.9458,4158281.275,-85192.48022,60042.97183
3446,734236.8475,4105250.804,-5561.578524,7012.500782
3447,712676.5875,4124520.936,-27121.83852,26282.63285
3448,657617.4183,4140561.596,-82181.00769,42323.29287
3455,677372.6243,4155645.587,-62425.80167,57407.28401
3456,680364.3865,4172761.071,-59434.03946,74522.76822
3457,689520.6346,4145766.414,-50277.7914,47528.11122
3459,678005.177,4146347.71,-61793.24902,48109.40742
3463,665928.9681,4156337.208,-73869.45792,58098.90534
3465,674092.8136,4160398.256,-65705.61241,62159.95253
3469,724086.3956,4124347.129,-15712.03042,26108.8259
3470,707478.7652,4128043.311,-32319.66083,29805.00796
3472,674311.6873,4156003.981,-65486.73869,57765.67811
3473,718896.4564,4108605.412,-20901.96961,10367.10909
3474,734727.9374,4106173.793,-5070.488571,7935.490405
3475,683132.292,4157118.698,-56666.13401,58880.39483
3477,685208.6705,4158781.999,-54589.75547,60543.69646
3478,667835.4959,4157496.949,-71962.93008,59258.64581
3479,670743.5829,4142713.642,-69054.84312,44475.33892
3480,670608.9757,4165744.212,-69189.45034,67505.90879
3481,683927.6415,4151884.108,-55870.78454,53645.80452
3482,693712.8242,4150597.696,-46085.60178,52359.39296
3483,657568.5036,4140852.309,-82229.92237,42614.00632
3486,698454.4263,4149452.308,-41343.99969,51214.00461
3488,701584.4933,4101717.34,-38213.93271,3479.037052
3490,664611.4294,4114968.682,-75186.99663,16730.37891
3491,699203.9985,4124472.576,-40594.42754,26234.27323
3492,724177.3837,4121063.553,-15621.04225,22825.2498
3494,686840.0484,4167768.059,-52958.37764,69529.75565
3495,654552.5224,4169962.675,-85245.90358,71724.37176
3496,704811.3315,4139737.996,-34987.09452,41499.69271
3497,684075.8994,4145470.89,-55722.52662,47232.58671
3499,703475.3249,4126851.36,-36323.10114,28613.05715
3501,658462.9581,4163460.882,-81335.46789,65222.57894
3502,693463.4123,4145327.111,-46335.01371,47088.80779
3504,705806.4695,4117936.19,-33991.95654,19697.88693
3508,650177.9166,4139679.949,-89620.50938,41441.64633
3510,706866.8967,4129075.384,-32931.52927,30837.08091
3511,715804.7801,4120949.934,-23993.64588,22711.63144
3512,694172.7751,4135053.835,-45625.65091,36815.53218
3513,737535.3387,4118983.857,-2263.087297,20745.55367
3517,686818.6811,4098561.06,-52979.7449,322.7572384
3522,650235.6105,4156740.207,-89562.81545,58501.9039
3525,734431.1023,4111397.227,-5367.323698,13158.9237
3526,705875.56,4117963.964,-33922.866,19725.66103
3528,723944.036,4126535.894,-15854.38996,28297.59131
3530,700863.9468,4141070.277,-38934.4792,42831.97446
3532,698610.1894,4123044.397,-41188.23663,24806.09423
3534,667957.174,4157683.428,-71841.25201,59445.12468
3535,649677.1709,4157456.44,-90121.25514,59218.13733
3536,721966.863,4119600.481,-17831.563,21362.17785
3537,713377.4987,4160285.282,-26420.92725,62046.97892
3538,708101.3545,4142137.159,-31697.07148,43898.8555
3541,706098.1229,4135373.102,-33700.3031,37134.79931
3542,658563.0964,4144576.136,-81235.32964,46337.83329
3543,672262.5634,4154472.104,-67535.86264,56233.80092
3544,653246.6155,4156756.539,-86551.81052,58518.23618
3545,669133.2662,4131647.529,-70665.15978,33409.22613
3547,705640.3478,4142204.722,-34158.07819,43966.41936
3548,683431.8297,4150546.538,-56366.59635,52308.23481
3549,724726.4864,4124897.418,-15071.93959,26659.11459
3550,685893.614,4158055.702,-53904.81197,59817.3988
3553,704314.1246,4127004.757,-35484.30136,28766.45393
3555,678614.6453,4149993.138,-61183.78069,51754.83528
3557,723102.6816,4122820.32,-16695.74437,24582.01673
3560,700691.5037,4134361.113,-39106.92227,36122.8098
3561,672493.2712,4160314.036,-67305.15483,62075.73264
3562,656157.9806,4149164.567,-83640.44545,50926.26442
3563,676811.6465,4147117.39,-62986.77954,48879.08672
3564,672991.4359,4153402.161,-66806.9901,55163.85757
3565,692148.8414,4150829.78,-47649.58456,52591.47719
3566,693156.3153,4146287.265,-46642.11068,48048.96157
3567,737813.0011,4116585.979,-1985.424919,18347.67634
3568,685835.6176,4154887.059,-53962.80838,56648.75644
3569,682800.304,4138607.749,-56998.12196,40369.44625
3571,686673.0617,4098489.607,-53125.3643,251.3035142
3574,677268.6854,4162448.202,-62529.74062,64209.89933
3578,658468.5654,4144608.863,-81329.86056,46370.55961
3581,686613.0786,4158748.679,-53185.34743,60510.37609
3582,676001.619,4158206.858,-63796.80698,59968.55507
3583,654657.0667,4158327.284,-85141.35928,60088.98131
3584,704997.4384,4124602.902,-34800.98763,26364.59857
3586,693403.2118,4146425.521,-46395.21423,48187.21839
3587,720140.7373,4139309.034,-19657.68867,41070.73147
3588,704675.819,4128177.889,-35122.60697,29939.58555
3589,680250.0243,4156457.66,-59548.40172,58219.35691
3590,738608.3265,4117192.14,-1190.099472,18953.83681
3594,713180.3955,4133314.625,-26618.03049,35076.32223
3595,717236.4759,4118388.959,-22561.95015,20150.65628
3596,652867.4845,4160711.715,-86930.9415,62473.41241
3597,719047.7843,4130917.123,-20750.64169,32678.82023
3598,688477.4927,4145230.812,-51320.93331,46992.50922
3600,717094.7075,4123730.39,-22703.71852,25492.08744
3601,726983.2443,4115298.545,-12815.18167,17060.24211
3602,669182.6155,4140206.037,-70615.81052,41967.73436
3604,703309.0776,4180892.034,-36489.34842,82653.73058
3605,674657.2579,4157127.193,-65141.16811,58888.89017
3607,715516.9094,4103895.193,-24281.5166,5656.890176
3608,725441.6736,4122778.518,-14356.75239,24540.21516
3609,693318.1497,4145113.115,-46480.27633,46874.81198
3612,672410.3092,4144771.649,-67388.11679,46533.3457
3613,701821.3441,4125457.405,-37977.08187,27219.10183
3614,718859.1403,4125045.699,-20939.28571,26807.39586
3616,698997.7262,4146817.189,-40800.69982,48578.88612
3618,729111.5823,4112017.203,-10686.84369,13778.90003
3619,720982.2676,4123683.079,-18816.15838,25444.77614
3622,712662.3713,4133394.454,-27136.05467,35156.15103
3625,709413.384,4145054.595,-30385.04201,46816.2919
3627,685872.0735,4154245.289,-53926.35253,56006.98554
3628,683542.8319,4149617.269,-56255.59412,51378.96618
3629,737149.1144,4109214.285,-2649.311584,10975.98218
3630,707315.2269,4103377.559,-32483.19912,5139.256031
3631,699059.9181,4115097.49,-40738.50788,16859.18702
3632,716897.2403,4150618.86,-22901.1857,52380.55686
3634,680036.5446,4156671.668,-59761.88139,58433.36453
3635,700781.8157,4142008.461,-39016.61032,43770.15783
3638,684097.1095,4145652.308,-55701.31647,47414.00471
3643,685715.5759,4152825.913,-54082.85009,54587.60961
3646,682174.4035,4159937.046,-57624.02251,61698.7435
3647,726257.6206,4115851.533,-13540.8054,17613.23044
3648,731916.486,4112737.508,-7881.940039,14499.20483
3649,674973.0568,4132929.501,-64825.36924,34691.19841
3650,688624.4915,4145533.266,-51173.93449,47294.96298
3651,681458.7981,4137422.334,-58339.62794,39184.03115
3654,713523.34,4121974.182,-26275.086,23735.87882
3656,672370.1274,4130321.025,-67428.29864,32082.72207
3657,654973.3767,4136256.242,-84825.04928,38017.93882
3659,726771.4944,4115304.486,-13026.93162,17066.18253
3660,719334.3931,4124178.653,-20464.03288,25940.35034
3661,729523.1246,4115180.066,-10275.30139,16941.76266
3662,683498.6122,4150539.947,-56299.81376,52301.64372
3666,678968.6396,4155841.088,-60829.78639,57602.7845
3667,668581.4036,4133625.352,-71217.02244,35387.04872
3670,656327.3049,4149230.54,-83471.12111,50992.23737
3672,654505.8898,4158992.384,-85292.53622,60754.08095
3673,697248.3376,4146665.125,-42550.08845,48426.82214
3674,672850.5375,4165110.835,-66947.88855,66872.53231
3675,674530.5067,4155833.177,-65267.91927,57594.87368
3676,656324.4635,4153605.929,-83473.96253,55367.6261
3677,699919.5327,4147356.06,-39878.89326,49117.75676
3678,683095.2358,4156618.616,-56703.19017,58380.31323
3679,705407.2219,4102914.297,-34391.2041,4675.994199
3680,736195.4706,4208730.511,-3602.95541,110492.2079
3681,717479.1026,4104839.525,-22319.32337,6601.222027
3682,738483.3661,4117454.262,-1315.059883,19215.95939
3683,681077.42,4149975.436,-58721.00599,51737.13265
3684,676110.9386,4140497.334,-63687.48738,42259.03138
3686,692366.5311,4143611.158,-47431.89492,45372.85512
3687,677376.1752,4145800.254,-62422.25083,47561.95129
3688,689321.4844,4163747.058,-50476.94158,65508.75541
3692,736923.8101,4114052.597,-2874.615906,15814.2943
3693,728209.3315,4131849.401,-11589.09451,33611.09843
3695,721982.5896,4120932.1,-17815.8364,22693.7969
3698,714411.5295,4122411.712,-25386.89649,24173.40908
3701,723357.2067,4126345.906,-16441.2193,28107.6032
3702,705424.6949,4124409.761,-34373.73111,26171.45754
3703,651292.938,4162719.875,-88505.488,64481.5725
3704,687612.8641,4150096.106,-52185.56187,51857.80326
3705,669053.4193,4107505.027,-70745.00668,9266.724425
3706,693647.4105,4145011.875,-46151.01546,46773.57213
3708,685974.5916,4098860.638,-53823.83441,622.335366
3713,701411.3805,4142889.495,-38387.04546,44651.19245
3718,683420.9248,4159516.318,-56377.50124,61278.01542
3719,726779.4086,4206416.674,-13019.01737,108178.3714
3720,651650.4157,4171194.351,-88148.01031,72956.04837
3721,693012.3527,4114032.922,-46786.07333,15794.61851
3722,669599.6247,4160805.785,-70198.80126,62567.48237
3723,720565.6407,4130824.45,-19232.78535,32586.14687
3724,729569.2315,4124627.383,-10229.19454,26389.07968
3725,668899.4195,4143015.468,-70899.00652,44777.16538
3726,676503.1446,4157128.119,-63295.2814,58889.81554
3728,715489.7577,4104050.799,-24308.66827,5812.495995
3729,656069.0586,4122932.537,-83729.36736,24694.23366
3730,724707.8383,4131455.81,-15090.5877,33217.50744
3731,709427.4267,4129105.586,-30370.99928,30867.28283
3732,703822.2765,4127215.223,-35976.14945,28976.91987
3733,653410.3742,4173178.762,-86388.05185,74940.45939
3734,696066.2363,4151708.468,-43732.1897,53470.16548
3736,704485.652,4203696.681,-35312.77402,105458.3783
3737,697736.0514,4140969.917,-42062.37462,42731.61431
3740,701066.7813,4142798.545,-38731.64466,44560.24195
3742,722750.2369,4123621.367,-17048.18906,25383.06355
3743,702736.6944,4139474.873,-37061.73157,41236.57024
3744,723985.6534,4124847.99,-15812.77264,26609.68676
3745,669524.1714,4138262.663,-70274.25455,40024.36005
3746,681914.3375,4159553.359,-57884.08852,61315.05583
3747,723287.3558,4123583.584,-16511.07022,25345.28128
3750,709058.4685,4131998.554,-30739.95749,33760.25063
3751,718227.7055,4104679.118,-21570.72054,6440.815303
3752,724806.6256,4124940.796,-14991.80042,26702.4934
3754,672401.9513,4158816.388,-67396.47468,60578.08526
3755,674297.0799,4143586.991,-65501.34609,45348.68803
3756,721136.535,4123775.696,-18661.89103,25537.39327
3757,677258.037,4146031.123,-62540.38899,47792.81985
3758,695006.8711,4134311.187,-44791.55491,36072.8843
3759,663077.1592,4136582.673,-76721.26683,38344.3696
3762,724367.2454,4107286.614,-15431.18064,9048.311098
3763,652957.9381,4173971.993,-86840.4879,75733.69049
3764,703389.0803,4127055.653,-36409.34574,28817.34955
3770,723196.0385,4100803.8,-16602.3875,2565.496542
3773,716977.9434,4113278.035,-22820.48264,15039.73176
3774,703132.6226,4149718.693,-36665.80339,51480.38965
3775,653579.8289,4133372.872,-86218.59711,35134.56878
3777,714954.3912,4125061.613,-24844.0348,26823.30978
3778,683325.7818,4160215.645,-56472.64418,61977.34192
3781,675019.231,4153001.548,-64779.19497,54763.24538
3783,672850.8081,4130876.662,-66947.61789,32638.35851
3784,725256.8547,4123806.496,-14541.57125,25568.19324
3785,727337.8479,4117374.004,-12460.57814,19135.70073
3786,704058.9207,4124228.15,-35739.50526,25989.84737
3787,718055.1993,4125779.237,-21743.22674,27540.93427
3788,668873.7668,4140199.331,-70924.65917,41961.0275
3789,724981.0406,4120521.213,-14817.38537,22282.91031
3793,656181.5442,4156600.303,-83616.88178,58362.00035
3795,718972.3542,4107816.243,-20826.07177,9577.939982
3796,717739.9983,4137732.241,-22058.42772,39493.93818
3798,675030.9369,4184905.271,-64767.4891,86666.96791
3799,692110.447,4151184.09,-47687.97899,52945.78724
3800,701543.0811,4142650.342,-38255.34489,44412.03893
3802,686533.6586,4151033.416,-53264.76737,52795.11325
3805,684020.1421,4145393.227,-55778.28393,47154.92356
3807,706483.2379,4135337.334,-33315.18807,37099.03106
3808,718094.7755,4153923.359,-21703.65051,55685.05576
3809,716857.1648,4104715.794,-22941.26119,6477.490899
3810,703186.2609,4149993.459,-36612.16511,51755.15612
3811,696707.5369,4099467.058,-43090.8891,1228.755195
3812,669299.5774,4163833.332,-70498.84857,65595.02881
3813,703835.9008,4102683.508,-35962.52519,4445.204944
3816,678238.2384,4155303.804,-61560.18756,57065.50094
3819,720327.4598,4123974.836,-19470.96616,25736.53267
3820,678568.9842,4148478.155,-61229.44184,50239.85239
3821,666525.1586,4134519.397,-73273.2674,36281.09372
3822,736417.1024,4109531.978,-3381.323578,11293.67515
3827,719513.8394,4124095.633,-20284.58659,25857.3298
3829,701414.9587,4126398.005,-38383.4673,28159.70193
3831,723916.3244,4125084.489,-15882.1016,26846.18614
3832,721635.7192,4130255.126,-18162.70681,32016.82271
3833,730865.2676,4118940.055,-8933.158362,20701.75217
3836,678460.6671,4148610.185,-61337.75894,50371.88242
3838,680623.0056,4171314.767,-59175.42042,73076.46404
3839,662879.7501,4135386.445,-76918.67589,37148.14151
3841,704238.3748,4130987.841,-35560.05122,32749.53795
3843,696569.3137,4141333.473,-43229.11229,43095.1705
3844,686074.2484,4154481.605,-53724.17763,56243.30198
3846,724241.6965,4148438.047,-15556.7295,50199.7436
3847,723698.7141,4125320.733,-16099.71186,27082.43047
3848,674157.7859,4143974.552,-65640.64007,45736.24938
3850,693624.8644,4113032.854,-46173.56159,14794.55089
3851,709544.8959,4129076.268,-30253.53012,30837.96461
3854,687047.709,4136060.316,-52750.71695,37822.01303
3855,658577.784,4163521.691,-81220.64205,65283.38789
3856,678409.5634,4153797.796,-61388.86256,55559.49327
3857,669237.2899,4153388.835,-70561.13612,55150.53181
3858,699068.6736,4114222.927,-40729.75238,15984.62443
3859,683225.5581,4150468.173,-56572.86791,52229.86969
3862,651918.202,4171528.697,-87880.22399,73290.39376
3864,684778.6632,4151140.319,-55019.76281,52902.01562
3866,725271.5803,4100518.778,-14526.84575,2280.47512
3867,717841.1844,4118039.361,-21957.24161,19801.05791
3868,706560.0166,4115393.364,-33238.40943,17155.06105
3869,654608.2123,4158544.481,-85190.21375,60306.17755
3871,715736.1629,4121213.433,-24062.26312,22975.1302
3874,693034.6451,4143413.825,-46763.78085,45175.52241
3875,668832.6815,4140353.819,-70965.74454,42115.51618
3878,735503.2702,4106447.849,-4295.155753,8209.545868
3880,727678.352,4114397.524,-12120.074,16159.22083
3881,709167.084,4129204.292,-30631.34205,30965.98906
3885,717679.8631,4117877.37,-22118.56287,19639.06716
3887,673794.663,4166287.428,-66003.763,68049.12477
3888,735532.6816,4105392.37,-4265.744389,7154.066734
3889,726167.7758,4115843.513,-13630.65024,17605.2098
3891,686807.7292,4167490.414,-52990.69684,69252.11109
3895,677866.9002,4151542.481,-61931.52576,53304.17776
3897,737984.2629,4118828.016,-1814.163066,20589.71265
3899,686071.0263,4154420.707,-53727.39969,56182.4035
3901,676460.5721,4157160.994,-63337.85391,58922.69109
3903,694744.2162,4140786.861,-45054.20982,42548.55838
3906,703828.1396,4131249.632,-35970.28637,33011.32874
3907,674054.3928,4155280.101,-65744.03319,57041.7981
3908,730031.9299,4124189.166,-9766.496096,25950.86266
3909,738420.5346,4118200.358,-1377.891365,19962.05462
3910,676392.7949,4139741.621,-63405.63113,41503.31802
3911,716976.9057,4104492.035,-22821.52035,6253.731575
3915,680724.1268,4158182.384,-59074.29918,59944.08099
3917,679034.3879,4156958.369,-60764.03809,58720.06642
3921,702370.2387,4127527.777,-37428.18732,29289.4738
3922,691658.6553,4150561.764,-48139.77068,52323.46115
3923,665440.5598,4134887.214,-74357.86618,36648.91051
3924,700847.0822,4121790.64,-38951.34378,23552.33726
3925,702439.3353,4122558.021,-37359.09072,24319.71841
3926,677525.4367,4162061.452,-62272.98932,63823.14874
3927,725550.6672,4109201.303,-14247.7588,10963.00026
3928,675613.2729,4144670.655,-64185.15307,46432.35221
3931,719797.2066,4126334.884,-20001.21942,28096.5809
3936,738907.584,4117098.821,-890.8420491,18860.51844
3937,711587.6407,4156301.231,-28210.78526,58062.92847
3938,657765.6962,4140768.773,-82032.72977,42530.47047
3939,681172.1014,4148634.634,-58626.32458,50396.33113
3940,693605.1577,4142531.201,-46193.26831,44292.89833
3941,652417.3524,4174628.402,-87381.07357,76390.09891
3942,724117.3308,4124175.652,-15681.0952,25937.34852
3943,699053.1151,4134564.324,-40745.31086,36326.0214
3944,686335.3301,4148966.381,-53463.09588,50728.07841
3945,693729.9959,4145304.91,-46068.43007,47066.607
3947,712952.8421,4138349.276,-26845.58391,40110.9726
3948,735444.043,4116024.551,-4354.382961,17786.24796
3949,678038.6729,4146262.595,-61759.75309,48024.29245
3953,728061.1465,4100152.371,-11737.27954,1914.068195
3956,722089.0079,4130004.567,-17709.4181,31766.26445
3959,725289.829,4100389.681,-14508.59705,2151.377503
